community_id	genome_id	mean_log_abund	stdev_log_abund
gut1_ecoli_conspecific	Capnocytophaga_sputigena_KC1668	1	1
gut1_ecoli_conspecific	Streptococcus_intermedius_NCTC11324	1	1
gut1_ecoli_conspecific	Bacillus_safensis_BRM1	1	1
gut1_ecoli_conspecific	Corynebacterium_ulcerans_FRC11	1	1
gut1_ecoli_conspecific	Salmonella_enterica_D90	1	1
gut1_ecoli_conspecific	Staphylococcus_aureus_JKD6008	1	1
gut1_ecoli_conspecific	Serratia_marcescens_UMH6	1	1
gut1_ecoli_conspecific	Campylobacter_coli_YH503	1	1
gut1_ecoli_conspecific	Oligotropha_carboxidovorans_OM5	1	1
gut1_ecoli_conspecific	Enterobacter_cloacae_CAV1669	1	1
gut1_ecoli_conspecific	Haemophilus_ducreyi_35000HP	1	1
gut1_ecoli_conspecific	Streptococcus_pyogenes_NCTC12048	1	1
gut1_ecoli_conspecific	Staphylococcus_epidermidis_14_1_R1	1	1
gut1_ecoli_conspecific	Sphingobium_TKS_TKS	1	1
gut1_ecoli_conspecific	Sulfurimonas_autotrophica_DSM_16294	1	1
gut1_ecoli_conspecific	Francisella_MA067296_MA067296	1	1
gut1_ecoli_conspecific	Brucella_melitensis_M5_90	1	1
gut1_ecoli_conspecific	Listeria_monocytogenes_WSLC1042	1	1
gut1_ecoli_conspecific	Salmonella_enterica_343076_227128	1	1
gut1_ecoli_conspecific	Chryseobacterium_arthrosphaerae_FDAARGOS_519	1	1
gut1_ecoli_conspecific	Leptotrichia_oral_F0260	1	1
gut1_ecoli_conspecific	Lactobacillus_rhamnosus_NCTC13764	1	1
gut1_ecoli_conspecific	Enterococcus_faecalis_62	1	1
gut1_ecoli_conspecific	Marinifilaceae_bacterium_SPP2	1	1
gut1_ecoli_conspecific	Enterococcus_faecium_Efaecium_ER04120_3A	1	1
gut1_ecoli_conspecific	Bacillus_subtilis_SRCM103697	1	1
gut1_ecoli_conspecific	Rhodopseudomonas_palustris_BisA53	1	1
gut1_ecoli_conspecific	Staphylococcus_aureus_191	1	1
gut1_ecoli_conspecific	Acinetobacter_WCHAc010034_WCHAc010034	1	1
gut1_ecoli_conspecific	Bacillus_amyloliquefaciens_B15	1	1
gut1_ecoli_conspecific	Burkholderia_pseudomallei_MSHR668	1	1
gut1_ecoli_conspecific	Mycobacterium_avium_MAPK_CN9_15	1	1
gut1_ecoli_conspecific	Gallibacterium_anatis_UMN179	1	1
gut1_ecoli_conspecific	Variovorax_paradoxus_B4	1	1
gut1_ecoli_conspecific	Vibrio_parahaemolyticus_10329	1	1
gut1_ecoli_conspecific	Chlamydia_pecorum_PV3056_3	1	1
gut1_ecoli_conspecific	Bordetella_pertussis_H920	1	1
gut1_ecoli_conspecific	Geobacillus_thermodenitrificans_NG80_2	1	1
gut1_ecoli_conspecific	Bifidobacterium_animalis_Bl_04_ATCC_SD5219	1	1
gut1_ecoli_conspecific	Pseudomonas_plecoglossicida_NyZ12	1	1
gut1_ecoli_conspecific	Pseudonocardia_dioxanivorans_CB1190	1	1
gut1_ecoli_conspecific	Mycobacterium_tuberculosis_EAI5_NITR206	1	1
gut1_ecoli_conspecific	Sporanaerobacter_NJN_17_NJN_17	1	1
gut1_ecoli_conspecific	Corynebacterium_pseudotuberculosis_42_02_A	1	1
gut1_ecoli_conspecific	Porphyromonas_gingivalis_TDC60	1	1
gut1_ecoli_conspecific	Lactobacillus_salivarius_CICC_23174	1	1
gut1_ecoli_conspecific	Xanthomonas_oryzae_MAI145	1	1
gut1_ecoli_conspecific	Corynebacterium_pseudotuberculosis_PO222_4_1	1	1
gut1_ecoli_conspecific	Bifidobacterium_breve_DRBB30	1	1
gut1_ecoli_conspecific	Actinobacillus_lignieresii_NCTC10568	1	1
gut1_ecoli_conspecific	Bordetella_pertussis_I968	1	1
gut1_ecoli_conspecific	Streptomyces_globisporus_TFH56	1	1
gut1_ecoli_conspecific	Paraglaciecola_psychrophila_170	1	1
gut1_ecoli_conspecific	Bordetella_pertussis_H910	1	1
gut1_ecoli_conspecific	Mycolicibacterium_smegmatis_MKD8	1	1
gut1_ecoli_conspecific	Legionella_pneumophila_Detroit_1	1	1
gut1_ecoli_conspecific	Streptomyces_SM17_SM17	1	1
gut1_ecoli_conspecific	Intrasporangium_calvum_DSM_43043	1	1
gut1_ecoli_conspecific	Chryseobacterium_gleum_NCTC11432	1	1
gut1_ecoli_conspecific	Lactobacillus_plantarum_b_2	1	1
gut1_ecoli_conspecific	Ralstonia_solanacearum_SL3300	1	1
gut1_ecoli_conspecific	Klebsiella_variicola_AJ055	1	1
gut1_ecoli_conspecific	Burkholderia_cenocepacia_H111	1	1
gut1_ecoli_conspecific	Haemophilus_influenzae_M17648	1	1
gut1_ecoli_conspecific	Streptococcus_pyogenes_TSPY155	1	1
gut1_ecoli_conspecific	Vibrio_vulnificus_ATL_6_1306	1	1
gut1_ecoli_conspecific	Streptococcus_FDAARGOS_520_FDAARGOS_520	1	1
gut1_ecoli_conspecific	Cobetia_marina_JCM_21022	1	1
gut1_ecoli_conspecific	Wolbachia_endosymbiont_Cameroon	1	1
gut1_ecoli_conspecific	Polynucleobacter_necessarius_STIR1	1	1
gut1_ecoli_conspecific	Vibrio_coralliilyticus_58	1	1
